user_id,song_id,listen_count
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOAKIMP12A8C130995,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBBMDR12A8C13253B,2
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBXHDL12A81C204C0,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOBYHAJ12A6701BF1D,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODACBL12A8C13C273,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODDNQT12A6D4F5F7E,5
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SODXRTY12AB0180F3B,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFGUAY12AB017B0A8,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOFRQTD12A81C233C0,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOHQWYZ12A6D4FA701,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIYTOA12A6D4F9A23,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOIZAZL12A6701C53B,5
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJNNUA12A8AE48C7A,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJPFQG12A58A7833A,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOKRIMP12A6D4F5DA3,5
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOLLGNU12AF72A4D4F,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMGIYR12AB0187973,6
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMLMKI12A81C204BC,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOMSQJY12A8C138539,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SONSAEZ12A8C138D7A,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOOKGRB12A8C13CD66,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOPCVQE12AC468AF36,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQIVUD12AB01821D2,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQJLDY12AAF3B456D,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOQLCKR12A81C22440,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORPMYJ12AF729EB90,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORQHCG12A58A7EEBA,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORUFVF12AB018230B,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORWLTW12A670208FA,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SORZASF12A6D4F8CFA,2
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOSYBEV12AB0182933,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTFATN12A6D4FA74D,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTLVCL12AB0182D22,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOTRSFZ12A8C142BF6,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOUKXIN12A8C133C7F,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVHRGF12A8C13852F,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVQEYZ12A8C1379D8,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOVYIYI12A8C138D88,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWQLXP12AF72A08A2,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWSPUS12AC468BEE3,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXMIUS12A8C13CD59,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXRXDG12A8C131DE5,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOXZQDE12A8C135833,1
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOYHEPA12A8C13097F,8
b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOZOBWN12A8C130999,1
85c1f87fea955d09b4bec2e36aee110927aedf9a,SODJTHN12AF72A8FCD,2
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOBDRND12A8C13FD08,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOCHBAJ12AAF3B3A4F,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOCZTMT12AF72A078E,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOHRQZQ12A6D4F81D2,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOJGMYY12AB01809BE,2
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOQFEDG12AB018DD24,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOVRZIX12AAF3B2A32,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOZMJFG12AB017BDAF,1
8937134734f869debcab8f23d77465b4caaa85df,SOJQOIK12AF72A0AAF,5
8937134734f869debcab8f23d77465b4caaa85df,SOVHVBJ12A58A7AB0A,5
969cc6fb74e076a68e36a04409cb9d3765757508,SOABRAB12A6D4F7AAF,2
969cc6fb74e076a68e36a04409cb9d3765757508,SOAOQFD12A6D4FAAA9,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOBFPJC12A58A7D1AB,9
969cc6fb74e076a68e36a04409cb9d3765757508,SOBZZDU12A6310D8A3,2
969cc6fb74e076a68e36a04409cb9d3765757508,SODCNJX12A6D4F93CB,2
969cc6fb74e076a68e36a04409cb9d3765757508,SOERVXG12A6D4F5583,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOFXZAW12A67ADC90E,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOGFUFC12A8C13F1E5,6
969cc6fb74e076a68e36a04409cb9d3765757508,SOLVRLL12A67020D7F,2
969cc6fb74e076a68e36a04409cb9d3765757508,SONQEYS12AF72AABC9,1
969cc6fb74e076a68e36a04409cb9d3765757508,SONZWDK12A6701F62B,10
969cc6fb74e076a68e36a04409cb9d3765757508,SOOCUXJ12A6D4F6FB7,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOPKPFW12A6D4F84BC,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOPXRQT12A6701EAC9,9
969cc6fb74e076a68e36a04409cb9d3765757508,SOQBMFK12A8C13835B,1
969cc6fb74e076a68e36a04409cb9d3765757508,SORPHNV12A6701CD63,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOUFPNI12A8C142D19,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOXHIDK12A58A7CFB3,10
969cc6fb74e076a68e36a04409cb9d3765757508,SOXIIIM12A6D4F66C8,2
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SODGVGW12AC9075A8D,6
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOEPZQS12A8C1436C7,13
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOGDDKR12A6701E8FA,6
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOGEKGR12A6D4F81E8,4
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOJNQZO12AF72AAE32,2
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOKOXWU12AF72AD1BC,4
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOMNTMT12A8C1400F6,1
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOUSQCN12A8C133302,3
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOVEUVC12A6310EAF1,5
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOWEHOM12A6BD4E09E,1
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOWGXOP12A6701E93A,8
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOWPAXV12A67ADA046,18
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOXGQEM12AB0181D35,12
e006b1a48f466bf59feefed32bec6494495a4436,SOAUWYT12A81C206F1,2
e006b1a48f466bf59feefed32bec6494495a4436,SOAXGDH12A8C13F8A1,2
e006b1a48f466bf59feefed32bec6494495a4436,SOBFMHC12A6D4F9401,1
e006b1a48f466bf59feefed32bec6494495a4436,SOBONKR12A58A7A7E0,2
e006b1a48f466bf59feefed32bec6494495a4436,SOBTRCD12A6701E976,2
e006b1a48f466bf59feefed32bec6494495a4436,SODEOCO12A6701E922,2
e006b1a48f466bf59feefed32bec6494495a4436,SODJWHY12A8C142CCE,1
e006b1a48f466bf59feefed32bec6494495a4436,SOEGIYH12A6D4FC0E3,3
e006b1a48f466bf59feefed32bec6494495a4436,SOEKGDE12AB0182795,4
e006b1a48f466bf59feefed32bec6494495a4436,SOFRQTD12A81C233C0,3
e006b1a48f466bf59feefed32bec6494495a4436,SOIICEQ12A6D4F7FE0,1
e006b1a48f466bf59feefed32bec6494495a4436,SOIRRMU12A6D4FB0C0,2
e006b1a48f466bf59feefed32bec6494495a4436,SOJFYRR12AB017BF2A,1
e006b1a48f466bf59feefed32bec6494495a4436,SOJWVKE12A6D4F3392,2
e006b1a48f466bf59feefed32bec6494495a4436,SOLFXKT12AB017E3E0,2
e006b1a48f466bf59feefed32bec6494495a4436,SONYKOW12AB01849C9,2
e006b1a48f466bf59feefed32bec6494495a4436,SORMKFZ12A6D4F9395,9
e006b1a48f466bf59feefed32bec6494495a4436,SOSXLTC12AF72A7F54,2
e006b1a48f466bf59feefed32bec6494495a4436,SOTWNDJ12A8C143984,1
e006b1a48f466bf59feefed32bec6494495a4436,SOUSMXX12AB0185C24,1
e006b1a48f466bf59feefed32bec6494495a4436,SOUVTSM12AC468F6A7,2
e006b1a48f466bf59feefed32bec6494495a4436,SOVDSJC12A58A7A271,1
e006b1a48f466bf59feefed32bec6494495a4436,SOVVENS12A8C144DB5,3
e006b1a48f466bf59feefed32bec6494495a4436,SOWCKVR12A8C142411,3
e006b1a48f466bf59feefed32bec6494495a4436,SOWUVFQ12AB018740E,11
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOAUBGU12A6701C57A,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOCLQES12A58A7BB1D,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOCVTLJ12A6310F0FD,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOEWTBE12A58A7E7C2,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOICNON12A8C140437,4
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOKLRPJ12A8C13C3FE,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOMRYYN12A6310F0F3,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOOWPBJ12A8C137FB4,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOPXKYD12A6D4FA876,3
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOUKJBT12A6701C4D6,2
9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOZBZFF12A6310F12D,1
9bb911319fbc04f01755814cb5edb21df3d1a336,SOIKDCZ12A67ADD8DB,6
9bb911319fbc04f01755814cb5edb21df3d1a336,SOIYHAZ12A6D4F6D30,2
9bb911319fbc04f01755814cb5edb21df3d1a336,SOLRGVL12A8C143BC3,3
9bb911319fbc04f01755814cb5edb21df3d1a336,SOTXRZC12AB018165A,2
9bb911319fbc04f01755814cb5edb21df3d1a336,SOVFDZD12A6D4F8EAE,16
9bb911319fbc04f01755814cb5edb21df3d1a336,SOZAUIY12AB017B6A0,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOAFTRR12AF72A8D4D,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOALEQA12A58A77839,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOATNYF12AF72A8D48,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBDKVR12A8C13E705,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBDMNP12AF72AB1E1,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBDWET12A6701F114,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBFMHC12A6D4F9401,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBIQWH12A8C13BCDE,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOBJIZY12A6701F11A,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SODAQMD12A8C131D57,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SODMASJ12AF729E6FA,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOEWYLX12A6D4F8E5F,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOFNCRW12A6D4F727B,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOFWANS12AF72A12E6,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOGTMYT12A6D4F98D9,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOHCLPF12AB017FD26,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOHDSVJ12A6D4F93FF,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOHZUAA12A6701F116,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOIDSDT12A6D4F98DB,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOIJLDG12A8C135B96,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOIMCDE12A6D4F8383,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOKIKWC12A6D4F98D8,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOKJQGO12AF72ACA9F,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOKOXWU12AF72AD1BC,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOKQMNB12A6D4F74FD,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOLJSEJ12A8C132F61,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOLQYOG12B0B80BA71,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOLXDDC12A6701FBFD,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOMGVYU12A8C1314FF,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOMNXML12A6D4F8386,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SONJBQX12A6D4F8382,4
b64cdd1a0bd907e5e00b39e345194768e330d652,SONKFWL12A6D4F93FE,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SONQBUB12A6D4F8ED0,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SONSOPT12A6D4F9405,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SONZUTP12AF72AACC9,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOOBNUD12A6701F2F8,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOOSADY12A6701F119,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOPLAHV12A8C13D110,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOQPCVN12AF729FB85,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOQXKUV12A6D4FB4C9,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOSJTOL12A6D4FB4CD,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOSOXJK12A8AE47120,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOSSZCB12A8C1384EF,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOTHRRH12A8C13DCBA,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOTIEEP12A6701C779,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOTJQZN12AF72AA288,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOTSVKB12A8C139EF0,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOUBKFT12A6701F07A,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOUGAYN12A6D4F6E90,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOUGCDK12AC95F075F,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOVLCEQ12A6D4F74FF,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOVLJHG12A81C21AA0,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOVMCAR12AF72A1268,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOVPBLT12A6D4F5113,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOVRQIK12A6701F118,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOWEBRA12A6701F115,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOWUTFF12A8C138AB2,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOXFTSF12A6D4F7278,3
b64cdd1a0bd907e5e00b39e345194768e330d652,SOXGQCN12A8C1384FA,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOXSDRE12A6D4F8B3A,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOXZQDE12A8C135833,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOYSWHI12AAA8C5BFD,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOYUOVK12AB0185549,1
b64cdd1a0bd907e5e00b39e345194768e330d652,SOZJPFX12A6D4F7280,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOZMNAX12A58A77F88,2
b64cdd1a0bd907e5e00b39e345194768e330d652,SOZPQES12A6D4F8E57,2
17aa9f6dbdf753831da8f38c71b66b64373de613,SOAARXR12A8C133D15,1
17aa9f6dbdf753831da8f38c71b66b64373de613,SOACPBY12A8C13FEF9,1
17aa9f6dbdf753831da8f38c71b66b64373de613,SOAKHOF12A8C13C72A,2
